0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.344770626235419458e-02,-3.429659761098304005e-02,-1.666900025540425656e-02,-4.751137047380066258e-02,4.327013216892574426e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.021397762376463625e-01,-1.047320488353225693e-01,-5.090238304647280720e-02,-1.450862044432567333e-01,1.321346696494335171e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.039314794274103643e-01,-2.215861598469160421e-01,-9.714962295803228343e-02,-1.379890307960258411e-01,2.338131696429569528e-01
-7.951579309316285371e-02,-8.153387673413643733e-02,-3.962749388499659658e-02,-1.129495779033260067e-01,1.028668109457363256e-01
-2.458540193695357146e-01,-6.277198682069001778e-02,-3.076959263757460955e-02,-4.022017648301375314e-01,9.357317728509534360e-02
-3.321356309865798884e-01,-1.096665931718305148e-01,-2.573907114602895230e-01,-5.938566229113323436e-01,6.267042381723758604e-02
-2.633533113278838100e-02,-2.700371283246449580e-02,-1.312447669611014819e-02,-3.740847471530200224e-02,3.406910028119737588e-02
-2.521918902362881715e-02,-2.095589313735088388e-02,-1.242757640430628210e-02,-3.261523039483104486e-02,3.013766926965849927e-02
-4.431066759471095906e-02,-2.623662225330845588e-01,-1.647256020554486999e-01,9.714193428517882423e-02,-2.230812367563626136e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.001486927727664955e-02,-5.128422955864424260e-02,-2.492541229038692380e-02,-7.104448253618900200e-02,6.470249370956364376e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.183843466768947347e-02,-3.769259308312159495e-01,-2.105369991291563755e-02,-2.629585462914126870e-01,2.081097536790561531e-01
-6.700891276084326720e-02,-4.998647607701375284e-01,1.408762399538417143e-01,-4.041479859679902864e-01,2.850330110106755743e-01
-7.874600592266255833e-03,-1.359136404842899992e-01,-7.591637419367391545e-03,-9.481877047861293761e-02,7.504114715703953664e-02
-1.371115591846461951e-02,-2.366511284339227472e-01,-1.321846398604964619e-02,-1.650972555111166473e-01,1.306607055069071155e-01
-1.865231084410759466e-02,-3.219342289889624009e-01,-1.798206516034198815e-02,-2.245941441855646703e-01,1.777475297281968236e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.171214234156001469e-02,-2.021486531107348217e-01,-1.129128227131520786e-02,-1.410269541274118132e-01,1.116110698795784312e-01
-1.176360645390588967e-02,-2.030369108428272673e-01,-1.134089709005575534e-02,-1.416466381100130179e-01,1.121014980584559978e-01
-1.781649329974599807e-02,-3.075082268185930778e-01,-1.717628159440837479e-02,-2.145299903313802325e-01,1.697825914931741231e-01
-1.085774036319626101e-01,-5.020937666022646795e-01,-1.690417639374849901e-01,-2.005086237792695347e-01,4.398475325980407136e-01
-1.207183881242683554e-02,-2.083569244067893511e-01,-1.163805353366072562e-02,-1.453580915246004412e-01,1.150388038307700866e-01
-2.564299441533223617e-02,-4.425916823424686508e-01,-2.472154792704729653e-02,-3.087695907065667877e-01,2.443653738270800957e-01
9.030102621878371982e-02,-3.625693539077412542e-01,-3.172763702629782245e-01,-2.281995015216844724e-01,-7.415257889739820807e-02
8.868294602907600410e-02,-4.676517435549869539e-01,-3.134224877246753471e-01,-3.277672486112620520e-01,-4.438297222799231223e-03
-1.563443449086954901e-02,-2.698464364851915209e-01,-1.507263213173012581e-02,-1.882556249276427229e-01,1.489886230545682255e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.475575328876809422e-01,-1.506471294170346753e-01,-2.023811404899978073e-01,-1.162093961039779577e+00,4.717370662460323820e-03
-2.925839926436520355e-01,-8.049736503977995838e-02,-1.081411149766535462e-01,-6.209577451249144175e-01,2.520697936386155809e-03
